Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
317,Harvest Hefeweizen®,7132,4.9,15,"Not just another wheat beer. This award-winning hefeweizen is fermented with an authentic Bavarian weizen yeast to produce its unique flavor profile — fruity, spicy and refreshing. Try it without a lemon!",1,['Hefeweizen'],3.465
755655,Punk Rock For Rich Kids,30200,5.5,46,Light caramel sweetness and fruity Belgian yeast compliment the unique flavor and aromatics of a single hop variety.,1,['Pale Ale - Belgian'],3.62
297649,Nieuw Ligt Grand Cru (2010),1192,12,0,,1,['Barleywine - English'],3.993
310455,Long Dong Pilsner,9841,5,20,Etobicoke style Pilsener with Saaz and Sorachi Ace hops.,1,['Pilsner - Other'],3.445
1336165,Citra/Citrus,6226,6.4,0,Dry hopped citrus saison. Brewed with oats. Fermented in steel. Hoped with citra and lightly with Amarillo and simcoe. Conditioned atop calamansi purée. ,1,"['Saison', 'Farmhouse Ale']",3.914
860178,Smoked Porter (2014),17,6.5,0,,1,['Smoked Beer'],3.843
1458796,Brauns IPA,12740,7,0,,1,['Ipa - American'],3.821
1182394,Chai Tripel Aged In Rum Barrels,115672,9,36,"Collaboration brew with Relic Brewing in CT, Belgian tripel brewed with rye malt and honey, aged in Mad River Distillers Maple Rum barrels, and conditioned with honey in bottles. ",1,['Belgian Tripel'],3.952
1458792,Saison Au Chardonnay,12740,10,0,Wood Aged French Oak,1,"['Saison', 'Farmhouse Ale']",4.022
1384982,XReserve Imperial Vanilla Porter,52856,9,0,,1,"['Porter - Imperial', 'Double']",3.886
113889,Mexican Cake,10905,10.5,50,"First anniversary imperial stout w/ cocoa nibs, vanilla beans, cinnamon, and habanero peppers.",1,"['Stout - American Imperial', 'Double']",4.344
951559,Godzone Beat,42617,5.9,50,"Champion Pale Pale of New Zealand at the 2015 BGNZ Awards.

We're a pretty lucky bunch to live here in New Zealand - Godzone country! Great music, great barley & maltsters and fantastic hop varieties… What better way to celebrate them all than in a pint?  A Crowded House of Nelson Sauvin hops, DD Smashed with some NZ Cascade & sprinkled with Herbs in the form of Pacific Jade, this is an ode to our hop! Who doesn't love an orangey, grassy New Zealand Pale Ale with hints of lychee, pine & lime marmalade! Best served with a good dose of Kiwi music.",1,['Pale Ale - New Zealand'],3.874
240266,Tmavý speciál / Dark Special,33589,5.1,0,"Spodně kvašené pivo s obsahem alkoholu 5%, vařené z 5 druhů sladu a žateckého chmele. Silná barva, jemný chmelový nádech.

A bottom-fermented beer with 5 % of alcohol brewed from 5 types of malt and hops from Žatec. The beer has astrong color and a delicate hop flavor.",1,['Lager - Czech Dark'],3.555
231436,Rote Weisse,19374,5.1,10,,1,['Hefeweizen'],3.764
49475,Hoegaarden Rosée,302,3,0,A spiced white beer with natural raspberry favouring.,1,['Fruit Beer'],2.928
1403151,Winter Park American Wheat,2688,5,0,,1,['Strong Ale - American'],3.747
7018,Busch Light,44,4.1,0,"Busch Light offers a light, balanced flavor, with fewer calories. It has a pleasant hop aroma and a smooth, slightly sweet finish.",1,['Lager - American Light'],2.229
941587,Dan the Wiser,139166,5.1,20,Smooth drinking light ale.,1,['K\xc3\xb6Lsch'],3.504
855010,Darkness (2014) (Non-Barrel Aged),2609,9.8,0,***THIS VERSION WAS DRAFT ONLY ALL BOTTLES ARE BARREL AGED*** The non barrel aged version of darkness,1,['Stout - Russian Imperial'],4.405
636580,Melt Away Session IPA,59195,4.6,0,"A refreshing session IPA shining with Citra and Amarillo hops uniquely balanced by malt sweetness for a crisp, easy finish.  A tasty way to kick back and melt away.",1,['Ipa - American'],3.685
7012,Beck's Dark,95,5,0,,1,['Schwarzbier'],3.074
876521,Ferrari Rocher - B20,11684,7.3,0,Fast Cars & Chocolate. This racy little number is a Chocolate & Hazelnut Dessert Beer.,1,['Specialty Grain'],3.717
1086458,Valravn,202705,6,0,"Smagen skabes i forening mellem den ufiltrerede renhed og havrens nordiske vingesus. Tilsat økologisk, smagfuld chokolademalt med en fyldighed som giver en stærk øl, der viser karaktertræk i hver en tår. Fræk, forførende og magisk. Præcis som et heltedigt fra hedengangne dage.

Valravn betyder kampravn, og er navnet på de fugle, der samlede sig på slagmarkerne i vikingetiden. De mæskede sig i de dødes køb og deres sorte skygger fyldte folk med gru. I dag er der kun få ravne tilbage i Danmark, men mindet om verdens klogeste fugl lever.",1,['Stout - Oatmeal'],3.046
1276090,Hatherwood Craft Beer Company The Purple Panther Porter No.5,713,5,0,Brewed at Jennings for Lidl UK,1,['Porter - English'],3.413
104648,Hopocalypse Triple IPA (Black Label),464,12.5,100,"What rough beast's hour has come round at last? It’s Drake’s Hopocalypse Black Label- A Triple India Pale Ale. From a foundation of American 2-row, Maris Otter, Caramalt and Vienna barley malts, a hopped-up tide of Magnum, Chinook, Zythos, and mysterious experimental varietal HBC342 is loosed, and everywhere, your innocent tastebuds will be drowned with revelations of citrus and pine. The darkness drops again but now I know… The End is Beer. ",1,['Ipa - Triple'],4.27
1336840,Barrel of Love (2015),20007,11,20,"2015 Barrel of Love is a Belgian-style quad aged in whiskey barrels from Treaty Oak Distillery. Brewed with dark Belgian candy syrup and Trappist yeast, the quad offers complex fruity notes of figs, raisins and plums. The barrel aging imparts vanilla, oak, caramel and rye notes. ",1,['Belgian Quad'],4.155
438219,Barbican Pineapple,4696,0,0,,1,['Non-Alcoholic'],2.466
12322,Sapient Trip Ale,426,9.5,0,"Why is the Grim Reaper holding a mailbox? Well, that mailbox is from a dead Dark Horse beer. The Grim Reaper better know as ""Death"" was quite found of our classic Sapient Summer Wheat Ale.  When we changed it into a Belgian Style Triple, Death thought it would only be appropriate to bring something from that beer into this beer. So he picked the mailbox,  and we weren’t about to argue with him. You can say what you want about him, but that Death sure has a big heart. 
So anyway...we brewed this beer with a Trappist yeast strain so it is very traditional. The flavors are incredibly complex with notes of mild fruit and finishes with a bit of clove. Although this beer is higher in alcohol it is very smooth and finishes dry on the pallet.",1,['Belgian Tripel'],3.713
1246545,Temper,213003,5,32,,1,['Pale Ale - American'],3.41
1386438,Skittley Bittley Bop,32642,8,0, Saison with Coffee added,2,"['Saison', 'Farmhouse Ale']",3.638
1414613,Parallax,60255,7,0,,1,['Sour Ale'],4.189
1345892,Margarita Gose,10905,4.5,0,,1,['Gose'],4.089
1243951,Bourbon County Brand Coffee Stout (2015),2898,12.4,60,"Everyday Goose Island smells Intelligentsia’s coffee roasting next to the brewery. This world class roaster puts the same craftsmanship into their coffee as Goose Island does with its beer. Each year this excellent coffee stout is made with a different bean variety, chosen in collaboration with our brewers and Intelligentsia’s experts. With the change in coffee comes a change in the flavor profile, making each release truly unique from the previous years. The 2015 incarnation features Intelligentsia Los Delirios coffee from Nicaragua.",5,"['Stout - American Imperial', 'Double']",4.374
1079685,Emperor Norton,8039,9,0,"Emperor Norton is an eccentric ale brewed in his honor, blending a classic Belgian-style tripel with California-grown summer apricots and dry-hopped generously with Citra and Hallertau Blanc hops. Enjoy in the company of unconventional friends!

A beloved 19th century San Francisco denizen, Emperor Norton was best known for issuing his own currency, calling for the overthrow of the Federal Government, and for prophesying a future bridge connecting San Francisco and Oakland.",1,['Belgian Tripel'],3.73
12327,Sleepy Bulldog Winter Ale,3331,6.2,40,"Bulldog Krut sniffed out a unique bag Galaxy hops from Australia. A variety of hops we were probably the first to use in Sweden! Enjoy meeting between the dark roasted character from a genuine Brown Ale and fullness from the Swedish Christmas beer tradition. To maximize your experience, we have added NelsonSauvin from New Zealand - a successful symbiosis!",1,['Winter Ale'],3.395
1294062,Bogan's Family Reunion,165474,6,0,,1,['Ipa - American'],3.801
641,Island Lager,597,5,19,"Brewed to the original recipe that put us on the map in '84, ISLAND LAGER combines premium ingredients to create one distinctly clean and refreshing hop taste.
Food Pairing: grilled foods like chicken and beef burgers.",1,['Lager - Pale'],3.146
224146,XT 3 - THREE (Indian Pale),32724,4.2,0,"An IPA style beer made with lots of Celeia, Columbus and Cluster Hops, on Vienna malts. AKA XT3, 3, XT-3.",1,['Ipa - English'],3.521
1136681,Sea Gangsta,86769,4.5,10,,1,['Gose'],3.285
1310556,Blood of the Cherry,2029,5.3,11,Barrel aged American sour blonde re-fermented on Door County cherries.,1,['American Wild Ale'],4.092
1365258,Berliner-Weisse,80018,5,150,A bit tart and very traditional,1,['Berliner Weisse'],3.451
799438,This. Is. Lager.,241,4.7,40,"This is the end of brainwashed, glassy-eyed beer consumption.
This is the start of something special.
This is craft beer.
This. Is. Lager.
This. Is. Lager. is our attempt to reclaim one of the World's classic beer styles, in honour of the great German & Bohemian Pilsners of the 19th Century.
Brewed with 100% malt, ten times the hops of most industrial lagers & cold conditioned for 5wks,this spicy robust pilsner os lager reborn. 
Expect a robust full bodied malt character on the front of the tongue, spicy citrus notes as it goes back through the palate, and an assertive bitter finish with a lemon & pepper character to round things off.
This. Is. Lager. Reclaimed. Perfected. Renewed.",3,['Pilsner - Other'],3.275
1094293,Don't Talk Sh!t About Norwood,794,4.2,31,Session Pale ale with all Falconer's Flight 7 C's hops. Just Don't Talk Sh*t about Norwood!,2,['Pale Ale - American'],3.588
1317258,Щедрин Зимний (Winter),196811,6,0,,1,['Cider'],3.958
615830,Deux Rouges Grand Cru,2688,6.2,0,Flemish Red not blended. Original batch 1 Deux Rouges Single barrel batch aged an extra 3 months in a fresh Merlot barrel. Gold wax seal.,1,['Flanders Red Ale'],4.299
970687,Sundbyholm Slott Tjeckisk Lager,5752,5,33,,1,['Lager - Euro'],0
1407192,Black Flame Imperial Stout 2016,17297,10.5,35,Bourbon Barrel Aged Maple Flavored Stout ! Pure MI Maple Syrup!,1,"['Stout - American Imperial', 'Double']",3.974
312183,Grande Réserve 17 (2011),1307,10,0,"Ale brune brassée une fois l'an, vieillie avec du chêne français, refermentée en bouteille et titrant à 10% alc./vol., ne manquez pas l'occasion de la déguster ou d'en faire provision; la Unibroue 17 présente un potentiel de garde exceptionnel. ",1,['Belgian Strong Dark Ale'],4.087
10392,Oatis Oatmeal Stout,2840,7,50,"A rich complex Oatmeal Stout with just enough hops to balance the copious quantities of dark roasted malts, and the addition of oatmeal for a creamy smooth drinkability.",1,['Stout - Oatmeal'],3.762
972286,Insane Mane Red Ale,163897,6.5,40,A medium bodied American Style Red Ale.  A rich malt backbone creates a full flavor experience.  The generous use of select hops in the boil as well as a Dry hop create a wonderful hop aroma and flavor.  The result is a well balanced ale whose 6.5% abv will keep you roaring for more.,1,"['Red Ale - American Amber', 'Red']",3.52
1290690,Christmas Ale (2015),2507,5.5,18,"The basic inspiration for Bell's Christmas Ale was to create a sessionable holiday beer, using locally grown malt, which would stand apart from the array of spiced winter warmers that are typically introduced this time of year. In contrast to many other seasonals, Christmas Ale doesn't contain any spices: all of the dry, toasted notes & subtle toffee flavors come from the 100% Michigan-grown barley, custom malted by Briess Malting, while a blend of hops from Michigan & the Pacific Northwest lend earthy, herbal aromas.",1,['Winter Warmer'],3.563
1426939,Stone Delicious IPA (2016),1204,7.7,80,,1,['Ipa - American'],3.853
69327,Svetlo,9389,4.9,0,"Most recognizable beer from Union brewery has a heritage of 150 years of tradition. Brewed with premium malted barley. Harmony is given by pleasant malty flavor, moderate bitterness and aroma from old Styrian hop variety, Aurora.",1,['Lager - Euro'],2.814
1017579,1836 Classic Brown Ale,3264,5.6,14,"Oluessa maistuvat kahvimaiset aromit. Hallertau-humalat tasapainottavat karamellimaltaiden makeutta hienovaraisella katkeruudellaan. Pintahiivakäyminen antaa runsaan maun tälle tummalle oluelle.

Hartwallin suvun ensimmäinen panimomestari Peter Hartwall on maistanut uransa aikana satoja oluita ympäri maailmaa. Kevättalvella 2014 Peter maistoi Baltian maissa valmistetun pintahiivaoluiden sarjan, jonka hän halusi tuoda Suomalaisten nautittavaksi. Peterin seuraavia matkoja odotellessa kannattaa maistaa myös mainiot Hartwall Classic 1836 Pale Ale ja Wheat Ale. Valmistettu Liettuassa.",1,['Brown Ale - English'],2.832
447705,Battersea Rye,8500,4.5,0,"Cask ABV: 4.5%
Bottle & Keg ABV: 5.8%",1,"['Rye Beer', 'Rye Ipa']",3.36
71015,Jambe de bois,176,8,49,,1,['Belgian Tripel'],3.667
966227,Pilsner,184662,5,45,"Not the usual watered down industrial lager, this beer is clean, refreshing but never boring. Robust, full-bodied malt character at the beginning with an assertive bitter finish.",1,['Pilsner - Other'],3.42
