UID,User_Name,Location,Number of Ratings,Mean Rating
52531,ericwormann,"Morristown, NJ",0,nan
857793,jords-grillandbarrel,Wales,0,nan
1298854,Sianofthedead,Wolverhampton,0,nan
213403,hart0926,"Virginia Beach, VA",0,nan
29233,kperron,"Thetford Center, Vt",0,nan
1973940,hennyvansoest,bilthoven,0,nan
1985419,Ajohnson4252,Illinois,0,nan
92006,Tall_Hall,ATL,0,nan
2037403,Robapple,Tavistock,0,nan
7329,KMEichhorn,"Syracuse, NY",0,nan
347340,mozalini,"Midsomer Norton   Southwick,  Wiltshire",0,nan
170353,PhillElliott,London,0,nan
63299,iScreem,Ohio,0,nan
2000532,paschalisgortsilas,Exeter ,0,nan
1620306,lebesso,"Zinal, Valais, Switzerland",0,nan
1539831,NiTessine,Tampere,0,nan
3036236,leannes,Auburn,0,nan
1454526,Kin_Snivar,Pacific Northwest,0,nan
925608,Chicco,Italy,0,nan
112783,joopey,Stockholm,0,nan
959670,fransski,Croatia,0,nan
87097,y2ken,"Carlisle, PA",0,nan
2255783,TheMosaic666,"Ann Arbor, MI",0,nan
729581,SweetAction3527,Ohio,0,nan
996702,Robvh,Kerkdriel,0,nan
2435222,Leo4stout,"Orlando,Fl",0,nan
2476937,Bholt1,Worldwide ,0,nan
12711,tonyapb3,Iowa,0,nan
12810,Al-McCarty,"Minneapolis, MN",0,nan
141165,jsutka,Lansing,0,nan
1667,HiggsBoson,T'bridge,0,nan
168877,GaryIrons,Harleysville,0,nan
3142800,Kuutar,Joensuu,0,nan
29595,Newk34,Pennsylvania ,0,nan
2153544,Dennis9700,Groningen,0,nan
811871,kammio,Helsinki,0,nan
324694,sfunksfunk,Wisconsin,0,nan
1540784,sdnorat,"Lexington, KY",0,nan
91181,cjboston5,"Peoria, IL",0,nan
1285399,Valiente,Madrid,0,nan
732444,kmitch1479,The Wood Pile,0,nan
1325846,yetigirl,"long beach, ca",0,nan
1883460,kaji13,Chicopee,0,nan
1935236,rodolfoserrano,João Pessoa-PB,0,nan
1410720,DaWoodman,My House FOE's,0,nan
864919,oddinge,"Sandnes, Norway",0,nan
2092610,Ohrenfail,"Highland Park, NJ",0,nan
1598738,WhatchagotLoran,"Albany, GA ",0,nan
710436,BudKrack,LB's,0,nan
940632,Maev,Portland ,0,nan
2680239,Ricky_Caurdiea,"St. Clair Shores, MI",0,nan
112156,thereisnodana,Ann Arbor,0,nan
194822,thecancercausingheavymetal,Southbay Los Angeles,0,nan
121278,madjr,"St. Louis, MO",0,nan
2549820,AndrewJ76,Leicestershire ,0,nan
60844,rcm505,philadelphia,0,nan
523712,Erich_H,Newtown Pa,0,nan
1195055,RolandG,Stoke-on-Trent,0,nan
3018132,Hessdon,Sun coast FL,0,nan
973379,Benny3000,"Ferndale, MI",0,nan
2967004,Greatislander,"Small Town, NH",0,nan
1104710,Gabbelitoo,Bollnäs,0,nan
1819515,,thuis ,50,3.0249999999999999
783294,bormental_ee,UK,0,nan
169731,thegarrettp,Seattle,0,nan
3111752,brianstev,CT,0,nan
631701,,Manchester,50,3.2749999999999999
3112395,dgt1971,Bar Broekland,0,nan
666054,sigurdst,Byglandsfjord,0,nan
602161,MassVT,Pittsburgh,0,nan
1070689,,"Loughborough, UK",50,3.6499999999999999
535029,MrMaerzen,Utrecht,0,nan
1594562,Foodee,CT,0,nan
11651,mhking,Atlanta,0,nan
28905,hardcorelovin,"Portal to Hell, IL",0,nan
1182520,Nexus5,"Stockholm, Sweden",0,nan
966266,Hopbrewer,Heimdal Brygghus,0,nan
1604822,Robby82,Gezellig thuis in Assen,0,nan
1857699,,Fields of Hops,50,3.7400000000000002
1825022,AndyCroley,St. Louis,0,nan
1004493,drewski_loves_brewskis,North Dakota,0,nan
2495729,Eyez-Only,Montreal,0,nan
114732,lauprofile,montreal,0,nan
463919,BGFuzz,Cleveland ,0,nan
1061566,timjburk,Pennsylvania,0,nan
1622273,Liveinbeer,Calgary,0,nan
335338,Shilly,Stumptown,0,nan
1932324,jerh727,"downers grove, IL ",0,nan
2476158,brittanyx16,"manchester, ct ",0,nan
943444,Heforseth,Trondheim,0,nan
474279,,SCV,50,4.0
140140,Pyedog,Florida Panhandle,0,nan
145153,micronag,The Laboratory,0,nan
567446,jdelmendorf,"Pearl River, NY",0,nan
148566,rodrigo_seger,"Curitiba, PR / Brasil",0,nan
118119,psi,"kent, uk",0,nan
430549,Wijsman,Alphen aan den Rijn,0,nan
1115961,MrcsJsn,#FreeTomBrady,0,nan
1265357,jwacky,San Diego,0,nan
618675,Hstein10,South Florida,0,nan
82919,jrbrewhaha,"Brooklyn, NY",0,nan
690147,kdtmsp,Minneapolis,0,nan
1080455,RRCincy,Cincinnati,0,nan
2508312,gamblorace,Boston,0,nan
1340126,Larryall,New castle pa,0,nan
773301,derphilynck,Bruges,0,nan
1803471,amblake7,"Grand Prairie, TX ",0,nan
126381,Stevies2,Virginia ,0,nan
1256546,Jimmyjenkins100,London,0,nan
1007937,schaefe21,CA ,0,nan
1263341,asmaleev,Moscow,0,nan
1755728,bertrms,Leopoldsburg,0,nan
1553604,bollerb,"Huntingdon, UK",0,nan
671453,SDhophead,Craft Beer Mecca (San Diego),0,nan
2464844,Jradick,Minnesota,0,nan
1027757,greatrgatsby,"Chicago, IL",0,nan
67394,rvandorn,"Garner, North Carolina",0,nan
39552,mtrinkwald,"Patchogue, ny",0,nan
1209713,mesherskiy,"Nizhni Novgorod, Russia",0,nan
400016,bbachris,"Royal Oak, MI",0,nan
1971586,Stitson,Dublin,0,nan
1629318,thiborob,Kirkland,0,nan
7108,fancycwabs,nashville tn,0,nan
384554,Johnzee7,Bristol,0,nan
2764614,TheNumbersMan,Saskatoon SK ,0,nan
806151,osik,"Chorzów, PL",0,nan
210004,Dereklittle,"Blairs Mills, PA",0,nan
3144872,samisami,Espoo,0,nan
2210992,Dustoevski,"The Woodlands, TX",0,nan
1481076,Mraxelsson,Värnamo ,0,nan
2187580,Maartentheking,Hoorn John Raedeckerhof ,0,nan
1646609,CarlGr,Greenwich & Peckham ,0,nan
278358,kdp0109,Dallas,0,nan
92803,bobshoemaker,"Renton, WA",0,nan
2307035,Plakzak,Rosmalen,0,nan
1638168,JimM1,Marchands Arriere-cour Barre,0,nan
3156377,RandomOrbitalEchoes,"Hanover, PA",0,nan
48117,Tru2Chevy,NJ,0,nan
1935802,Dmich,"Dallas, TX",0,nan
2149538,E_Shore_BeerNerd,"Pittsville, MD",0,nan
1954852,beerhunter82,"oregon, il",0,nan
1760573,gazab,Sweden,0,nan
1055421,Knoxville,Cincy,0,nan
1688294,Nameyer91,The State of Confusion,0,nan
2799590,TomEllmers,Leeds,0,nan
934576,MikePilch,Here and accounted for,0,nan
1805276,jasonj9,Michigan ,0,nan
38064,wsc,Peak Crossing,0,nan
403477,ashleybrown,"Sydney, NSW",0,nan
1666924,dodgemark,denver,0,nan
600190,TheBeerdO,Phoenix,0,nan
1429330,Bobolev,Ekaterinburg,0,nan
2373690,Yuzz,Sankt-Peterburg,0,nan
738116,ChickBre,SEMASS,0,nan
1542319,Fernin,Zierikzee,0,nan
1789583,moessinger,Nashville / ATX,0,nan
287067,Chantal13,Toronto,0,nan
1790415,Tater1,"Oswego, NY",0,nan
755766,harry_s_morgan,"Augsburg, Bayern",0,nan
2512877,Krissie1975,Krissie's preuflokaal,0,nan
368647,Irnman6,Ardmore,0,nan
1185656,Feaths255,"Baltimore, MD",0,nan
272518,brenttemp,"El Paso, TX",0,nan
156499,jimplachy,"Elk Grove Village, IL",0,nan
1821496,futurechel,Novosibirsk,0,nan
807708,StGambrinus,"Kettering, OH",0,nan
450628,jwale73,"Coventry, RI",0,nan
48384,zacbrown,PNW,0,nan
2021663,ndoninga,"Saint-Petersburg, Russia",0,nan
2703500,GRIMTUNES,Bronxville,0,nan
844964,frioslimon,Tijuana,0,nan
414154,refriedbeaner,"Tampa, FL",0,nan
3139745,,Turku,28,3.7053571428571428
1571363,ejs31003,"Miami, FL",0,nan
52434,tmcguirk,"Fort Mill, SC",0,nan
955286,babblepants,Grand Rapids,0,nan
166240,norvald,Stavanger,0,nan
1660371,soxbigdog,"Newport News, Virginia",0,nan
2764179,Sooner2016,"Lakewood, WA",0,nan
1429361,jen_0_0,"Glasgow, United Kingdom",0,nan
2427706,Spwncar,"Charlotte, NC",0,nan
2304548,DDoubleJP,"Easton, PA",0,nan
2096459,Ladymaren,Stavanger,0,nan
1567074,MunkyGurl_Mari,Ga,0,nan
366481,Csparks33,Hard Hittin',0,nan
1759737,abuyshops,Big Rapids,0,nan
1862109,Andy_,Tampere,0,nan
20824,kwegiel,"Brookline, MA",0,nan
422435,Nickdago,Ma,0,nan
1844635,tburnell09,"Ellington, CT",0,nan
254688,faelsmaior,London,0,nan
140899,bpop23,Home ,0,nan
374679,lsol22,"Troy, MI",0,nan
1293636,CPAhole,Minneapolis,0,nan
3168674,sebhertha,Siegen,0,nan
110018,melange396,pittsburgh,0,nan
2431078,Izeen,Karlstad,0,nan
1567,Tiketti,Helsinki,0,nan
1237016,Arthyon,Oslo,0,nan
115035,HopRod,Grand Rapids,0,nan
2840227,Vold,Hønefoss,0,nan
876415,StefkeJ,"Antwerp, Belgium",0,nan
2780640,demint,Bolsward,0,nan
292590,PunkRockPapi,"Cedar Rapids, IA",0,nan
19111,sarawyrd,"Altrincham, UK",0,nan
672501,ClickittyClack,"Clarksville,  TN",0,nan
1512340,Nickcoker1,Atlanta ,0,nan
340823,Jportillo128,Chicago,0,nan
105162,david_lamerton,Falmouth,0,nan
273610,TheVelourFog1,"South Bend, IN",0,nan
1056779,GSepulveda,Santiago,0,nan
510557,NorfolkLviv,Lviv,0,nan
375140,BelgianLace,"Worcester, MA",0,nan
288259,richardbakare,"Atlanta, GA",0,nan
1955624,dmusatk,Boston,0,nan
50408,,Chicagoland,50,3.71
1698792,beer2man,"Brisbane, Australia.",0,nan
824805,marlosmoncores,Rio de Janeiro,0,nan
1943608,artembetin,Nizhny Novgorod,0,nan
2131731,theknoxinator,Seattle,0,nan
955215,lauke,Ittervoort,0,nan
1498039,Jacksonhole,Farmington,0,nan
19056,Jademonkey,NJ,0,nan
127803,dougFresh,nj,0,nan
2963034,Bunnfall,Ås,0,nan
1031299,ThunderTess,Malmö,0,nan
3099754,goosetav,London,0,nan
39824,paulnwright,Southampton ,0,nan
1938761,Thenighttrain,Philadelphia ,0,nan
182129,rebeccasin,"Los Angeles, CA",0,nan
2931754,LizzieJ7,Harrogate,0,nan
167243,csy1987,"Plano, TX",0,nan
602005,Idiosynkrat,the universe,0,nan
1573736,JoshuaB,"Wilbraham, MA",0,nan
745903,Reinhopsgebot,"Humboldt County, Ca",0,nan
2806946,Yono667,Nije syl,0,nan
722657,robertadantas,"Rio de Janeiro,  Brazil",0,nan
1008475,Greer_Hub,Tacoma,0,nan
1256070,rodolfocm,"São Paulo, Brazil",0,nan
1369406,Meep02,Worcester MA,0,nan
1420523,CUBLUEJAYS,Omaha,0,nan
711623,t0nydean,Charlton ,0,nan
302143,Hermod,"Vantaa,  Finland ",0,nan
78064,jutzb,"St. Paul, MN",0,nan
2616499,Jeroendep,Proeflokaal 100,0,nan
2392598,KenAerts,Amsterdam,0,nan
1876893,Barbellsandbeer,Buckeye State,0,nan
56860,catboots,Stockholm,0,nan
917656,Steeef,Lemelerveld,0,nan
751202,Matt19,"Boston, MA",0,nan
930107,Jean-Seb,Québec,0,nan
7919,thehopdawg,"Roswell, GA",0,nan
2963965,microboozer,"Nottingham, NH",0,nan
84332,Tammy,Maryland,0,nan
52045,zebbielm12,ann arbor,0,nan
435924,Browngw,Fort Worth,0,nan
954503,Rhino110,Miami,0,nan
3309,martinmdrhit,"Indianapolis, IN",0,nan
2475529,Brewenda,Wauwatosa ,0,nan
50221,Robsama,CT,0,nan
1770261,brentkai,"Cedar Falls, Iowa",0,nan
1816296,erniebeverage,"Charlotte, N.C. ",0,nan
2763212,FormatM,"Benfleet, Essex",0,nan
403866,Ronremiehoegaarden,Cafe Hoegaarden,0,nan
357899,Wayneo,"Poughkeepsie, NY",0,nan
387450,MellowMatt,Bowling Green KY,0,nan
333871,jwsonas,"Kingston, MA",0,nan
146291,Davedrass,"Langhorn, PA",0,nan
1019410,mtnbkdave,"Huntington Beach, California",0,nan
333732,Knukem,Earth,0,nan
1360440,SCanthony,Charleston SC,0,nan
163478,dogfishdoug,"Dallas, Texas",0,nan
579836,ChubbyGangsterBrewing,"Newport News, Virginia",0,nan
1108144,CheeseDCL,"Euless, TX",0,nan
1496461,dunlap926,"Wheaton, IL",0,nan
2734305,DaveWid,New Jersey,0,nan
2102314,Wagenaargoes,Wagenaarhome,0,nan
2557646,Lirmari,Helsinki,0,nan
1889627,mtaylor94613,New Jersey,0,nan
1076553,avantgrade,"Northbrook, IL",0,nan
733512,Paddledrinking,"Dudley, MA",0,nan
350225,sxtxmx,"Chicago, IL",0,nan
385007,ramrocker,Kaukauna,0,nan
2249151,gtvansiclen,Boston,0,nan
195284,Darl47,the Krieger ranch Rendon tx,0,nan
2270989,xXMasterSoulXx,Evansville ,0,nan
202554,alandovos,"Madison, WI",0,nan
1778619,Guybrush,Firenze,0,nan
351287,ACraftBeerNerd,"East Bay, CA",0,nan
51986,GraemeF,UK,0,nan
1541555,morkkis,Black marshes ov Liperi,0,nan
1367758,misterburd,NorCal,0,nan
255914,kman07,"catonsville, md",0,nan
132437,GW89,St.Paul,0,nan
2343429,Puchalskir,Philly,0,nan
206447,mdewig,"Lakewood, CO ",0,nan
2713138,toonces300,"Colleyville, TX.   USA",0,nan
3027856,PMills1965,Cornwall,0,nan
1473244,SamiBBWolf,"Helsinki, Finland",0,nan
301130,bensobox,"Durham, NC",0,nan
2140692,eduu,"Córdoba, Argentina",0,nan
359431,,Göteborg,50,3.5150000000000001
1534365,Idaballerina,Oslo ,0,nan
2450243,Beer_shit,London,0,nan
1361925,mikkol79,Helsinki,0,nan
1967466,cscherer21,Denver ,0,nan
3059539,Duisbeerg,Duisburg,0,nan
486725,Getingen,Göteborg,0,nan
12838,Kpryor,"Washington, DC",0,nan
444201,jjmaselko,Chicago burbs,0,nan
1602279,K_v_cole,"ABQ, NM",0,nan
288823,ardbengt,Gothenburg Sweden,0,nan
107010,tsondie21,Milwaukee,0,nan
2750289,Solkungen,Eskilstuna,0,nan
2247789,Archaeobill,"Petrified Forest, AZ",0,nan
1942523,higglies,"Buffalo, NY",0,nan
39766,micko323,Minneapolis,0,nan
555436,guyleonard,Exeter,0,nan
506324,Fingolfin84,London,0,nan
1338739,BillBreuninger,"Greenwood, Indiana",0,nan
300741,Wilkami,Paddy O'Shamus',0,nan
760094,Valery_Kondakoff,Moscow,0,nan
1729868,Milkypete,"Lyngby, DK",0,nan
2857977,NyBeerBro,Albany,0,nan
509224,RRR,"Chicago, IL",0,nan
1979806,Ofremaux,Lille,0,nan
143161,kingkong7,"Raleigh,NC",0,nan
744829,Hopardor,Copenhagen,0,nan
1019565,Hotrod1956,Rod's Bar,0,nan
575342,Beerhoover,Scotland,0,nan
2132526,GenericUser08,"Boston, MA",0,nan
98794,zachman080883,littleton,0,nan
2797415,ohdeez,gbg,0,nan
2845068,flinz,Lausanne,0,nan
3056578,pgregoo,Wro,0,nan
3158217,rorsch4ch,Porto,0,nan
32044,scottmag,"Cary, NC",0,nan
2716579,Jonaskiss,Copenhagen,0,nan
457395,scottharpin,Denver,0,nan
442341,willdupre,London via Jersey,0,nan
102125,dbertolotti,"Born in VT, live in OH",0,nan
2280781,asmiti,Wa DC,0,nan
1386265,ScottLMoritz,Banner Drive Brownsburg,0,nan
107535,jtaylor3,"Oklahoma City, OK",0,nan
2571426,Ottawachris,Parkdale Market,0,nan
151685,Barczar,The Anchor,0,nan
221722,adam.gifford.31,Collingswood,0,nan
783124,electrostatic,Torrance,0,nan
439920,BeeRW,Barcelona,0,nan
909659,johnbdrysdale,Brisbane,0,nan
358279,jeffrose,"Westerville, OH",0,nan
544407,FoamyDeathMetalBeard,Västerås ,0,nan
1847352,hawkgrad,Dallas,0,nan
762232,Watsonsauce,"Santa Fe, NM",0,nan
704226,Captainjacks,Northampton,0,nan
1693498,Aldo79,Glasgow,0,nan
906075,jabloz,The Aggrocrag,0,nan
906074,Reenybean,"Denver, CO",0,nan
773367,Karibourgeois,"Austin, TX",0,nan
2966810,Mahl521,Parkville MD,0,nan
637891,pkarnst2,Illinois,0,nan
488690,Brev,Baton Rouge,0,nan
3160381,jszostak2,Chicago,0,nan
114534,Tempest2k,"Austin, TX",0,nan
411155,kridge,"Huntsville, AL",0,nan
1728857,Cookedscorpion,Davis House of Beer,0,nan
296180,Pelicanrocks,"Mountain View, CA",0,nan
2763014,JeramyJ,Oklahoma,0,nan
1339591,ThaVisk,'s-Hertogenbosch,0,nan
32121,vincemig,"Decatur, GA",0,nan
142719,ryan_celia,"Easton, Pennsylvania ",0,nan
475874,djsea,"28.4158°, -81.2989°",0,nan
1577731,Khadafi,"Salem, MA",0,nan
592806,hrmunk,Aarhus ,0,nan
988228,CiaranOS,London,0,nan
1769514,leomarpg,"Ribeirão Preto, São Paulo - Brasil ",0,nan
37158,d1g1tal3nvy,milwaukee,0,nan
1140893,Hhomer619,San Diego,0,nan
1252206,rotel,VT,0,nan
70351,aylanne,Helsinki,0,nan
18943,dhaucke,Boulderado 3oh3,0,nan
381983,mhenry609,Central NJ,0,nan
566108,hendu,"San Antonio, Texas ",0,nan
435427,DennisVianen,Woerden,0,nan
463407,Nutz2Butz,Home,0,nan
1644636,Belote,Bovesse,0,nan
50960,himynamesjim,Illinois,0,nan
151189,SirAnselm,Norrköping Sweden,0,nan
130194,Rmil81,"Rochester, MN",0,nan
2844280,BobbyLoco72,Chula Vista California ,0,nan
96261,geoffism,"new york, ny",0,nan
541970,tnak527,NW Indiana,0,nan
1690292,Laylowandbanging,Massachusetts ,0,nan
2850466,dubvdub,No Surrender Brew,0,nan
63046,buggdog,CT,0,nan
2639359,UlyssesBojangles,Metro Detroit ,0,nan
36601,purpig,MN,0,nan
453203,mark064,Vancouver,0,nan
558463,cbidwill,Chicagoland,0,nan
606818,Phright84,Minnesota,0,nan
1067633,Nboyd,Imlay City MI,0,nan
961891,jpeters199,Baltimore,0,nan
486151,Lare453,tampa,0,nan
1445569,systermartin,Stockholm,0,nan
452030,shesaboutamover,"Chicago, IL",0,nan
655278,mattdgeary,San Francisco,0,nan
4542,kylerohde,"Kansas City, MO",0,nan
76379,bizoneill,"Fairfield, CT",0,nan
601009,BugAC,Delta Rising Craft Brewery,0,nan
107352,,"Omaha, NE",50,4.3949999999999996
796855,Electroginge,Leeds,0,nan
1081465,Biggrube,"Stockton,CA",0,nan
2882631,samtremens,waterloo,0,nan
999921,stevecarlson2003,"Windham, NH",0,nan
2214439,P2scoot,Van down by the river ,0,nan
819674,Mexitalian81,"Denver, CO",0,nan
953268,MushyPeaches,Mechanicsburg PA,0,nan
312867,phisherman_77,"Lees Summit, MO",0,nan
2858539,Meeseeks_32,Philadelphia ,0,nan
783129,BeerGeek714,California,0,nan
86766,scoot520,"Richmond, VA",0,nan
120225,jsm3120,usa,0,nan
1823831,chipboy23,"Riverside, CT",0,nan
304661,Danny-D,nederland,0,nan
497016,juice8126,Chi City,0,nan
592859,Clarence_Weaselpenis,Calgary Alberta,0,nan
1558513,bigwreck,Gateway to the Adirondacks,0,nan
193165,Doug248,"Rockwall, TX",0,nan
137607,edsbuttertoast,"Janesville, Wisconsin",0,nan
815591,Philcote,Laval,0,nan
85603,aahansen,Mill Creek,0,nan
45722,ameyapil,michigan,0,nan
91033,broge1021,"Jacksonville, Fl",0,nan
109918,kabobbob,"Nashville, TN",0,nan
12617,Masseyman,America,0,nan
983427,Ralpher,The Pourhaus,0,nan
537328,Winchesterhawk,Iowa,0,nan
1422601,Perec2k4,Minsk,0,nan
2422354,dbb76,"Preston, England",0,nan
1648329,wiscobeerdrinker3450,"Oregon, WI",0,nan
1326247,rebeck,"Savannah, Georgia",0,nan
1066445,cfbryant07,"Dayton, TN",0,nan
154540,JMikePOW,"Atlanta, GA",0,nan
1356098,larrytopsoil,"Rock Hill, South Carolina",0,nan
476601,BendubSF,San Francisco,0,nan
359385,julianagerhardt,Cascavel - PR - Brasil,0,nan
2146634,jayDmort,"Holland, MI",0,nan
937897,AlfieK,Pitstone,0,nan
1645991,halo3one,Atlanta,0,nan
2409122,willkauf,"Hartford, CT",0,nan
425477,ScumBag_Steve,Ludlow,0,nan
13056,monicaeva,Japan,0,nan
1531647,JoSo77,Stuttgart ,0,nan
2765603,mal83,Horsham,0,nan
1835518,c2colgan,"Oceanside, Ca",0,nan
163787,beerfreak-org,ukraine,0,nan
1316690,hoppyhotspur,Fredrikstad ,0,nan
96394,jnr263s,Indy,0,nan
2115742,Papaspoof,Right here. Right now. ,0,nan
82591,ruination12,"Annapolis, Maryland",0,nan
1853547,spartzjosh,The Hood,0,nan
2761495,ngshec,Burgas,0,nan
2668716,BethAD,Pittsburgh,0,nan
1512704,MF28,Nijmegen,0,nan
424090,Gtgarrity,"Lewes, DE",0,nan
487372,kellyrei,"Asheville, NC",0,nan
2799882,amaurymedeiros,Campina Grande,0,nan
319184,chrforsberg,"Haymarket, VA",0,nan
1774526,superransu,Finland,0,nan
77456,Zahn,Göteborg,0,nan
2809659,Rgmward,France,0,nan
94649,jeffhood,mission viejo,0,nan
567175,JayDubbsLive,California,0,nan
1452783,mopda,Kazan,0,nan
192727,LuTavares,Rio de Janeiro,0,nan
2606965,Dave7172,"Germantown, WI",0,nan
2721282,Shultz87,"Phoenix, AZ",0,nan
575278,Donyv64,Miami,0,nan
186998,jystewart,London,0,nan
1077843,Reeks,Norrköping,0,nan
36026,fincher,"Tallahassee, FL",0,nan
2523210,Scotty4p,DeFo,0,nan
439965,christbr,IL,0,nan
1935256,Werpsu,Philadelphia ,0,nan
1189345,hornhattula,Porvoo Finland,0,nan
374197,chrisransom2174,"Boone, NC",0,nan
7569,mikeinjersey,"East Rutherford, NJ",0,nan
927676,brandonwhiteman,"Chicago, IL",0,nan
372439,Nycrican211,"Kissimmee, Florida",0,nan
2125111,Markaj1970,"Iwakuni, Yamaguchi, Japan",0,nan
2417565,Jellajuulia,Helsinki,0,nan
1172014,kswiss25,Pennsylvania,0,nan
2518446,Chondro,Dongen,0,nan
740654,Beer_is_a_vegetable,"Sparks, NV",0,nan
226542,escottt,Chapel Hill,0,nan
2694038,VonEarth,Von Earths beer palace,0,nan
1658310,StijnvdVoort,'s-Hertogenbosch ,0,nan
76917,grantmeaccess,Jersey City and NYC,0,nan
1130623,Vskalex,Västerås,0,nan
825533,Shaun_the_brewer,Chicago Burbs,0,nan
2497300,canyouseeityet,"Pembroke Pines, Florida",0,nan
945449,RSKane,"Waterbury, Connecticut ",0,nan
239309,Andreasb76,"Sweden, Stockholm/Sundsvall/Åstön",0,nan
198712,mattness21,Cicero,0,nan
1312615,Shawncee21,Casa de Shawn,0,nan
1885667,Welshsingaporean,Hawarden ,0,nan
623591,thomas0499,Best,0,nan
68550,Lobo,Umeå,0,nan
38631,StAlphonzo,"Patchogue, NY",0,nan
1811322,TaraTeeth,Albany NY,0,nan
1471611,JimmyWisdom,"Philadelphia, PA",0,nan
242265,iBrewVBC,Philadelphia,0,nan
398194,LaGondole,Tokyo,0,nan
1834321,joncrev,"Queens, New York",0,nan
2199047,PoeJeters,"Terre Haute, IN",0,nan
2323326,Brelzy,Astoria,0,nan
738584,MicrobrewFan1976,"Glen Burnie, Md.",0,nan
206832,Urba,Trondheim,0,nan
548906,sandancerben,Durham England,0,nan
1500019,MattSmarsh,"Grafenwöhr, DE ",0,nan
2495738,Ultimaterager,tremens,0,nan
2278865,Brakar,Norway,0,nan
2923937,MaaarkG,Vrolikstraat Amsterdam,0,nan
1861882,gdeweerd5,Vriezenveen ,0,nan
1207972,andystegmeier,Drinking a beer,0,nan
905505,robPA,West End Billiards,0,nan
2080091,TimWijne,"Eindhoven, Noord-Brabant",0,nan
112835,gurby,"phoenix, az",0,nan
3094167,MccScott,Globe Mill Pub,0,nan
1039975,WojtekEs,Sydney,0,nan
542581,FalseCathedrals,"Orlando, Florida",0,nan
1391160,dang123,Canada,0,nan
854889,Hofarris,"Fayetteville, AR",0,nan
1428048,r0bs0n,Brasília,0,nan
890014,achaffin1,"Decatur, Ga",0,nan
7177,ksujayc,"Olathe, KS",0,nan
2721301,tgranum,home,0,nan
25131,metalheadrr3,"Atlanta, GA",0,nan
223467,StaceyChevalier,Sanford Maine,0,nan
13069,,"Fort Wayne, IN",49,3.2704081632653059
1398868,Mut26,Pasadena,0,nan
968237,Estiers,"Marion, Iowa ",0,nan
41367,tomkremers,Rosmalen,0,nan
1330380,Franke,stavanger ,0,nan
1207277,Ericaiscreative,Cincinnati,0,nan
64725,MarvinLee,Hong Kong,0,nan
986703,jimmiwilson1,01740,0,nan
192743,Beerbone,Bergen,0,nan
1765185,kickpunchmind,Lewisham,0,nan
65164,mheckroth,"Denver, CO",0,nan
636638,Hanstech86,House of kroll brewing (HOK),0,nan
84270,KirkCraftBeer,"Voorhees, NJ",0,nan
144695,brianwyzlic,"Livonia, MI",0,nan
43706,the_toots,"San Leandro, CA",0,nan
2778998,EnOoNMai,"Sacramento, CA",0,nan
1247173,calvito,"Blythe Lodge, Aylesbury",0,nan
1116862,Stout789,"Salem, Ohio",0,nan
1626943,Bethanyyyy,"Denver, CO",0,nan
805863,Steviejb,"Victoria, Australia",0,nan
3057146,Brandonwatson80,"Jacksonville, FL",0,nan
2184073,EgonLarsson,Hisingen ,0,nan
322825,Ccavette,Los Angeles ,0,nan
2229088,askaggs,Pendleton ,0,nan
2157480,marlehtin,Turku,0,nan
1068269,Aweigel79,"Maple Grove, MN",0,nan
2510871,amulcahy,Toronto,0,nan
1367536,fat_beer_badger,Bristol,0,nan
2301067,FoxGray,Moscow,0,nan
18254,BeerAssociate,New Jersey,0,nan
2173792,Doccrayon,"Vienna, Austria",0,nan
1176967,SwellnFlex,"Charlotte, NC",0,nan
1545142,JohnnyFieldgoal,Frederick,0,nan
3037001,patsollom,Reading,0,nan
702447,Bignikkel,Horssen Netherlands,0,nan
55685,scottperz,"Dudley, MA",0,nan
1636265,Angus7777,"Vancouver, WA",0,nan
1200491,HuskyHawk,Massachusetts,0,nan
2048322,Arkhaeaeon,Newcastle Upon Tyne,0,nan
945138,Pauljoosen, Oosterhout ,0,nan
357803,kjb272,"Lansdale, PA",0,nan
2527178,TeamRPW,East Bay/North Bay,0,nan
704928,Mph,"St. Louis, Missouri",0,nan
573641,Witzak,Woerden,0,nan
733113,KudzuBrewing,"Mooresville, NC",0,nan
3144635,NicklasChengdu,Chengdu,0,nan
507234,deure01,Miami ,0,nan
169027,colinbrady17,"Buffalo, NY",0,nan
2759657,Salopwolf,NJ,0,nan
332605,duth72,Edinburgh,0,nan
1734181,oscarnogueira,"São Paulo, BRA",0,nan
808418,Spunia,"Zwolle, the Netherlands",0,nan
812907,relevantdiscord,"Oregon, UK ",0,nan
2889709,Monty287,Shanghai,0,nan
2319286,palbergerskogen,"Trondheim, Norway",0,nan
424644,nyccraftbeer,NY,0,nan
1163175,warnersta7,"Pennsville, NJ",0,nan
1912727,jpzangari,"Syracuse, New York",0,nan
1595111,Shadowrider,"Park Ridge, iL",0,nan
867465,Bartels1980,Tilburg,0,nan
626941,dicers3689,TX,0,nan
31863,Mas,"Shelton, CT",0,nan
3008943,SciStarborne,London,0,nan
168327,mjohnson17,Chicago,0,nan
428763,SDGranger,Ottawa,0,nan
